event,time
0,0
0,0
-168,0
-6336,-6336
-6336,-6336
-6336,-6336
-6336,-168
-168,-168
0,0
-168,0
-168,0
-168,0
-168,0
-168,0
-168,0
-168,0
-168,0
-168,0
-24,0
0,0
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,14
14,24
14,24
14,24
14,24
14,14
14,14
14,14
14,14
24,168
24,168
24,168
24,168
24,168
24,168
24,168
24,168
24,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
336,336
336,336
336,336
336,336
336,336
336,336
336,336
336,504
504,504
12,168
12,168
0,504
0,504
168,168
168,504
168,504
0,504
0,504
168,168
168,168
0,504
0,504
0,504
-168,-168
168,168
168,168
168,168
0,0
0,0
0,0
0,0
