event,time
0,0
0,0
-8760,-8760
-648,-648
-648,0
-648,0
-648,0
-648,0
-648,0
-648,0
-648,0
-648,0
-648,0
-648,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,24
0,24
0,24
0,24
0,24
0,24
0,24
24,48
24,48
48,48
48,48
72,72
72,72
96,96
96,96
96,96
96,96
96,96
96,96
96,96
96,96
96,120
96,120
96,120
96,120
96,120
96,120
96,120
96,120
120,120
120,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
-648,120
0,0
0,24
0,120
96,120
120,120
120,120
120,120
