event,time
0,0
0,0
0,0
0,0
0,0
0,0
0,360
0,360
-24,-24
-24,-24
-24,0
-24,0
-24,0
-24,-24
-24,-24
-24,-24
-24,-24
-24,-24
-24,-24
-24,-24
0,360
0,360
0,360
0,360
0,360
0,20
0,360
0,20
0,20
0,20
20,20
0,360
20,40
20,360
20,360
40,360
40,360
40,40
40,40
60,60
40,360
60,360
60,360
60,360
60,60
60,60
60,360
60,360
60,360
62,360
62,360
62,360
62,360
120,360
120,360
120,360
120,360
120,120
120,360
120,360
120,360
125,360
125,360
128,128
128,360
128,360
133,360
133,360
133,360
180,360
180,360
180,360
360,360
360,360
360,360
780,780
780,780
