event,time
0,0
0,0
-720,-720
-720,-720
-720,-720
-504,-504
-504,-504
-504,-504
-504,-168
-168,-168
-168,-168
-168,-168
-168,-168
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
24,168
24,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,168
168,336
168,336
168,336
336,336
336,336
0,0
0,0
0,0
168,168
168,168
0,0
168,168
168,168
168,168
168,168
0,336
0,336
336,336
336,336
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
