event,time
0,0
0,0
0,0
0,0
0,0
-7440,-7440
-7440,-7440
-7440,-7440
-2400,-1680
-2400,-1680
-1680,-1680
-1680,-1680
-1680,-840
-1680,-840
-1680,-840
-1680,-840
-1680,-840
-1680,-840
-1680,-840
-1680,-840
-840,0
-840,0
-24,0
-24,0
-24,0
-24,0
0,0
-720,-720
-720,-720
-720,-720
-720,-720
-720,-720
-720,-720
0,0
0,0
0,0
0,0
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
2,2
2,2
2,26
26,240
240,240
240,1008
1008,1008
1008,1008
1008,1008
1008,1008
1008,1008
1008,1008
1008,1010
1010,1010
1010,1010
3024,3024
3024,3024
3024,3024
3024,3024
3024,3024
3024,3024
3024,3024
3024,3024
