event,time
18 years old ,0.0
male ,0.0
admitted to the hospital ,0.0
new-onset headache ,-72.0
blurred vision ,-72.0
kidney transplant ,-672.0
end-stage kidney disease ,-672.0
immunousuppression ,-672.0
mycofenolate sodium ,-672.0
methylprednisolone ,-672.0
estimated glomerular filtration rate (eGFR) ,-672.0
proteinuria ,-672.0
chronic kidney transplant disease stage 3bA1 ,-672.0
status post vascular rejection ,-672.0
chronic calcineurin-inhibitor toxicity ,-672.0
contrast-enhancing intracerebral lesions ,-672.0
perifocal edema ,-672.0
methylprednisolone therapy ,-672.0
dexamethasone ,-672.0
brain biopsy ,-672.0
cerebral PTLD ,-672.0
diffuse large B-cell lymphoma ,-672.0
positive for Ebstein-Barr virus ,-672.0
CT scan of the thorax ,-672.0
abdomen sonography ,-672.0
bone marrow biopsy ,-672.0
high-dose cytarabin ,-672.0
Rituximab ,-672.0
MRI scan ,-672.0
complete remission of PTLD ,-672.0
impairment of the transplant function ,-672.0
eGFR 25.4 mL/min/1.73 qm ,-672.0
CKD-EPI equation ,-672.0
cytomegalovirus (CMV) reactivated ,-672.0
pneumocystis jirovecii pneumonia ,-672.0
Rituximab only ,-672.0
antiviral and antibiotic therapy ,-672.0
mycofenolate sodium tapered ,-672.0
leukopenia ,-672.0
infections ,-672.0
generalized seizure ,-672.0
cerebral MRI scan ,-672.0
recurrence of PTLD ,-672.0
intravenous HDMTX ,-672.0
Leukovorine ,-672.0
Rituximab ,-672.0
vigorous hydration ,-672.0
high-flux hemodialysis (HFHD) ,-672.0
MTX-level in serum ,-672.0
leucocytes ,-672.0
acute kidney failure ,-672.0
sepsis ,-672.0
intensive care unit ,-672.0
invasive ventilation ,-672.0
CMV- and E.coli pneumonia ,-672.0
acute kidney transplant failure ,-672.0
follow up cerebral MRI scan ,-672.0
small regredience of PTXLD ,-672.0
cerebral radiation ,-672.0
no relevant response of the disease ,-672.0
elected radiotherapy ,-672.0
dialysis parameters ,-672.0
MTX-level measurements ,-672.0
MTX administration ,-672.0
Gambro machine AK 200 ,-672.0
high-flux dialyser (Polyflux 170H) ,-672.0
dialysate SelectBag One AX 450 G ,-672.0
potassium 4 mmol/L ,-672.0
calcium 1.50 mmol/L ,-672.0
glucose 1.0 g/L ,-672.0
dialysate flow ,-672.0
blood flow ,-672.0
unfractionated heparin ,-672.0
dialysis sessions ,-672.0
MTX clearance ,-672.0
fluorescence polarization immunoassay ,-672.0
TDx analyser ,-672.0
MTX toxicity ,-672.0
renal impairment ,-672.0
kidney function ,-672.0
acute kidney failure ,-672.0
bone marrow toxicity ,-672.0
severe CMV- and E.coli pneumonia ,-672.0
sepsis ,-672.0
acute kidney transplant failure ,-672.0
MTX elimination ,-672.0
HFHD ,-672.0
vigorous hydration ,-672.0
alkalinization of the urine ,-672.0
leucovorin rescue ,-672.0
MTX clearance ,-672.0
renal replacement therapy ,-672.0
hemodialysis ,-672.0
hemodiafiltration ,-672.0
Charcoal hemoperfusion/hemofiltration ,-672.0
MTX elimination ,-672.0
renal function ,-672.0
kidney function ,-672.0
acute kidney failure ,-672.0
nephrotoxicity ,-672.0
hematological toxicities ,-672.0
leucopenia ,-672.0
anemia ,-672.0
thrombocytes ,-672.0
infection ,-672.0
CMV-colonization ,-672.0
CMV-activation ,-672.0
posttransplant immunosuppressive therapy ,-672.0
impaired kidney function ,-672.0
rituximab ,-672.0
HDMTX ,-672.0
MTX clearance ,-672.0
HFHD ,-672.0
MTX elimination ,-672.0
renal function ,-672.0
kidney function ,-672.0
acute kidney failure ,-672.0
nephrotoxicity ,-672.0
hematological toxicities ,-672.0
leucopenia ,-672.0
anemia ,-672.0
thrombocytes ,-672.0
infection ,-672.0
CMV-colonization ,-672.0
CMV-activation ,-672.0
posttransplant immunosuppressive therapy ,-672.0
impaired kidney function ,-672.0
rituximab ,-672.0
HDMTX ,-672.0
MTX clearance ,-672.0
HFHD ,-672.0
MTX elimination ,-672.0
renal function ,-672.0
kidney function ,-672.0
acute kidney failure ,-672.0
nephrotoxicity ,-672.0
hematological toxicities ,-672.0
leucopenia ,-672.0
anemia ,-672.0
thrombocytes ,-672.0
infection ,-672.0
CMV-colonization ,-672.0
CMV-activation ,-672.0
posttransplant immunosuppressive therapy ,-672.0
impaired kidney function ,-672.0
rituximab ,-672.0
HDMTX ,-672.0
MTX clearance ,-672.0
HFHD ,-672.0
MTX elimination ,-672.0
renal function ,-672.0
kidney function ,-672.0
acute kidney failure ,-672.0
nephrotoxicity ,-672.0
hematological toxicities ,-672.0
leucopenia ,-672.0
anemia ,-672.0
thrombocytes ,-672.0
infection ,-672.0
CMV-colonization ,-672.0
CMV-activation ,-672.0
posttransplant immunosuppressive therapy ,-672.0
impaired kidney function ,-672.0
rituximab ,-672.0
HDMTX ,-672.0
MTX clearance ,-672.0
HFHD ,-672.0
MTX elimination ,-672.0
renal function ,-672.0
kidney function ,-672.0
acute kidney failure ,-672.0
nephrotoxicity ,-672.0
hematological toxicities ,-672.0
leucopenia ,-672.0
anemia ,-672.0
thrombocytes ,-672.0
infection ,-672.0
CMV-colonization ,-672.0
CMV-activation ,-672.0
posttransplant immunosuppressive therapy ,-672.0
impaired kidney function ,-672.0
rituximab ,-672.0
HDMTX ,-672.0
MTX clearance ,-672.0
HFHD ,-672.0
MTX elimination ,-672.0
renal function ,-672.0
kidney function ,-672.0
acute kidney failure ,-672.0
nephrotoxicity ,-672.0
hematological toxicities ,-672.0
leucopenia ,-672.0
