event,time
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
-6480, Factual
0, Factual
0, Factual
0, Factual
0, Factual
-6480, Factual
-6480, Factual
-6480, Factual
-6480, Factual
-6480, Factual
-6480, Factual
-6480, Factual
-6480, Factual
-6480, Factual
-6480, Negated
-4320, Factual
-4320, Factual
-4320, Factual
-4320, Factual
-4320, Factual
-3744, Factual
-3744, Factual
-3744, Factual
-3744, Factual
-3744, Factual
-3744, Factual
-2160, Factual
-2160, Factual
-1440, Factual
-1440, Factual
-1440, Factual
-720, Factual
-720, Factual
-720, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Negated
24, Negated
24, Negated
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
168, Factual
168, Factual
168, Factual
168, Factual
168, Factual
336, Factual
336, Factual
336, Factual
336, Factual
720, Factual
720, Factual
720, Factual
720, Factual
720, Factual
720, Factual
720, Factual
720, Factual
1008, Factual
1008, Factual
1008, Factual
1008, Factual
1008, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1176, Factual
1248, Factual
1248, Factual
1248, Factual
1248, Factual
1248, Factual
1260, Factual
