event,time
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
-720, Factual
-2160, Factual
-1296, Factual
-1296, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
72, Factual
72, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
24, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
72, Factual
72, Factual
72, Factual
144, Factual
144, Factual
144, Factual
144, Factual
144, Factual
