event,time
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
-7920, Factual
-7920, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
1, Factual
1, Factual
1, Factual
1, Factual
1, Factual
1, Factual
1, Factual
1, Factual
2, Factual
2, Factual
2, Factual
2, Factual
2, Factual
2, Factual
2, Factual
2, Factual
2, Factual
2, Factual
7, Factual
7, Factual
7, Factual
7, Factual
7, Factual
720, Factual
720, Factual
720, Factual
720, Factual
720, Factual
0, Factual
0, Factual
0, Factual
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Negated
0, Factual
0, Factual
0, Possible
1, Factual
1, Factual
1, Factual
0, Hypothetical
0, Hypothetical
