event,time
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
12, Factual
12, Factual
12, Factual
18, Factual
24, Factual
24, Factual
72, Factual
72, Factual
72, Factual
72, Factual
72, Factual
120, Factual
240, Factual
72, Factual
78, Factual
120, Factual
120, Factual
240, Factual
120, Factual
120, Factual
0, Factual
240, Factual
336, Factual
336, Factual
336, Factual
0, Factual
1248, Factual
1608, Factual
0, Factual
1936, Factual
