event,time
0, Factual
0, Factual
0, Factual
0, Factual
-672, Factual
-672, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
-504, Factual
-504, Factual
0, Factual
-336, Factual
-336, Factual
-336, Factual
-336, Factual
-252, Factual
-252, Factual
0, Factual
-96, Factual
0, Factual
0, Factual
-72, Factual
-72, Factual
-72, Factual
-72, Factual
0, Factual
0, Factual
-12, Factual
-12, Factual
-12, Factual
0, Factual
0, Negated
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
18, Factual
0, Negated
