event,time
0, Factual
0, Factual
-10080, Factual
-10080, Factual
-10080, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
2, Factual
0, Factual
0, Factual
0, Factual
0, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
0, Factual
15, Factual
15, Factual
15, Factual
15, Factual
15, Factual
48, Factual
15, Factual
48, Factual
48, Factual
1440, Factual
1440, Factual
1440, Factual
1440, Factual
1440, Factual
1440, Factual
