event,time
0, Factual
0, Factual
0, Factual
-720, Factual
-720, Factual
-720, Factual
-720, Factual
-336, Factual
-336, Factual
-336, Factual
-30, Factual
0, Factual
0, Factual
2, Factual
2, Factual
168, Factual
168, Factual
168, Factual
96, Factual
168, Factual
168, Factual
168, Factual
168, Factual
168, Factual
168, Factual
168, Negated
168, Negated
168, Negated
168, Negated
96, Factual
96, Factual
168, Factual
96, Factual
96, Factual
96, Factual
96, Factual
168, Factual
96, Negated
96, Negated
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
96, Factual
168, Factual
168, Factual
120, Factual
120, Factual
168, Factual
168, Factual
168, Factual
168, Factual
168, Factual
168, Factual
168, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
216, Factual
216, Factual
216, Factual
216, Factual
216, Factual
216, Factual
216, Factual
216, Factual
216, Factual
216, Factual
240, Factual
336, Factual
336, Factual
336, Factual
336, Factual
336, Factual
336, Factual
