event,time
0, Factual
0, Factual
-24, Factual
-280, Factual
0, Factual
24, Factual
26, Factual
26, Factual
24, Factual
24, Factual
24, Factual
120, Factual
24, Factual
24, Factual
24, Factual
24, Factual
48, Factual
48, Factual
48, Factual
48, Factual
48, Factual
48, Factual
120, Factual
120, Factual
72, Factual
120, Factual
72, Factual
72, Factual
72, Factual
72, Factual
120, Factual
192, Factual
192, Factual
192, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
192, Factual
192, Factual
216, Factual
0, Factual
0, Factual
