event,time
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
-2160, Factual
-2160, Factual
-2160, Factual
-2160, Factual
-168, Factual
-168, Factual
-168, Factual
-128, Factual
-128, Factual
-128, Factual
-128, Factual
-128, Factual
-128, Factual
-128, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
0, Factual
240, Factual
0, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
120, Factual
240, Factual
144, Factual
240, Factual
240, Factual
216, Factual
240, Factual
240, Factual
240, Factual
240, Factual
240, Factual
